filename,name,role
lee-hyunman-hero.jpg,이현만,회장
lee-hyunman.jpg,이현만,회장(원본크롭)
bang-ho-nam.jpg,방호남,고문·여수북싱 초대관장
action-vintage.jpg,권투 경기 장면,역사
kim-ki-soo.jpg,김기수,세계챔피언
hong-soo-hwan.jpg,홍수환,세계챔피언
yoo-je-du.jpg,유제두,세계챔피언
park-chan-hee.jpg,박찬희,세계챔피언
jang-jung-koo.jpg,장정구,세계챔피언
yuh-myung-woo.jpg,유명우,세계챔피언
park-jong-pal.jpg,박종팔,세계챔피언
moon-sung-kil.jpg,문성길,세계챔피언
choi-yong-soo.jpg,최용수,세계챔피언
